TRBV25-1*01,TRBV1*01,55
TRBV26*01,TRBV1*01,57
TRBV26/OR9-2*01,TRBV1*01,57
TRBV26/OR9-2*02,TRBV1*01,57
TRBV27*01,TRBV1*01,51
TRBV28*01,TRBV1*01,52
TRBV29-1*01,TRBV1*01,46
TRBV29-1*02,TRBV1*01,46
TRBV29-1*03,TRBV1*01,46
TRBV29/OR9-2*01,TRBV1*01,46
TRBV29/OR9-2*02,TRBV1*01,46
TRBV3-1*01,TRBV1*01,30
TRBV3-1*02,TRBV1*01,28
TRBV3-2*01,TRBV1*01,36
TRBV3-2*02,TRBV1*01,37
TRBV3-2*03,TRBV1*01,37
TRBV30*01,TRBV1*01,46
TRBV30*02,TRBV1*01,46
TRBV30*04,TRBV1*01,46
TRBV30*05,TRBV1*01,46
TRBV4-1*01,TRBV1*01,39
TRBV4-1*02,TRBV1*01,39
TRBV4-2*01,TRBV1*01,29
TRBV4-2*02,TRBV1*01,29
TRBV4-3*01,TRBV1*01,35
TRBV4-3*02,TRBV1*01,35
TRBV4-3*03,TRBV1*01,35
TRBV4-3*04,TRBV1*01,35
TRBV5-1*01,TRBV1*01,42
TRBV5-1*02,TRBV1*01,42
TRBV5-3*01,TRBV1*01,51
TRBV5-3*02,TRBV1*01,51
TRBV5-4*01,TRBV1*01,48
TRBV5-4*02,TRBV1*01,48
TRBV5-4*03,TRBV1*01,48
TRBV5-4*04,TRBV1*01,37
TRBV5-5*01,TRBV1*01,43
TRBV5-5*02,TRBV1*01,43
TRBV5-5*03,TRBV1*01,43
TRBV5-6*01,TRBV1*01,45
TRBV5-7*01,TRBV1*01,43
TRBV5-8*01,TRBV1*01,46
TRBV5-8*02,TRBV1*01,46
TRBV6-1*01,TRBV1*01,52
TRBV6-2*01,TRBV1*01,56
TRBV6-3*01,TRBV1*01,56
TRBV6-4*01,TRBV1*01,52
TRBV6-4*02,TRBV1*01,52
TRBV6-5*01,TRBV1*01,56
TRBV6-6*01,TRBV1*01,57
TRBV6-6*02,TRBV1*01,57
TRBV6-6*03,TRBV1*01,57
TRBV6-6*04,TRBV1*01,56
TRBV6-6*05,TRBV1*01,57
TRBV6-7*01,TRBV1*01,55
TRBV6-8*01,TRBV1*01,57
TRBV6-9*01,TRBV1*01,57
TRBV7-1*01,TRBV1*01,43
TRBV7-2*01,TRBV1*01,52
TRBV7-2*02,TRBV1*01,52
TRBV7-2*03,TRBV1*01,52
TRBV7-2*04,TRBV1*01,52
TRBV7-3*01,TRBV1*01,46
TRBV7-3*02,TRBV1*01,46
TRBV7-3*03,TRBV1*01,46
TRBV7-3*04,TRBV1*01,46
TRBV7-3*05,TRBV1*01,46
TRBV7-4*01,TRBV1*01,49
TRBV7-6*01,TRBV1*01,38
TRBV7-6*02,TRBV1*01,38
TRBV7-7*01,TRBV1*01,41
TRBV7-7*02,TRBV1*01,41
TRBV7-8*01,TRBV1*01,42
TRBV7-8*02,TRBV1*01,42
TRBV7-8*03,TRBV1*01,42
TRBV7-9*01,TRBV1*01,47
TRBV7-9*02,TRBV1*01,47
TRBV7-9*03,TRBV1*01,47
TRBV7-9*04,TRBV1*01,47
TRBV7-9*05,TRBV1*01,47
TRBV7-9*06,TRBV1*01,47
TRBV7-9*07,TRBV1*01,39
TRBV9*01,TRBV1*01,48
TRBV9*02,TRBV1*01,48
TRBV9*03,TRBV1*01,48
TRBV1*01,TRBV10-1*01,53
TRBV10-1*01,TRBV10-1*01,0
TRBV10-1*02,TRBV10-1*01,4
TRBV10-2*01,TRBV10-1*01,37
TRBV10-2*02,TRBV10-1*01,37
TRBV10-3*01,TRBV10-1*01,19
TRBV10-3*02,TRBV10-1*01,19
TRBV10-3*03,TRBV10-1*01,19
TRBV10-3*04,TRBV10-1*01,19
TRBV11-1*01,TRBV10-1*01,56
TRBV11-2*01,TRBV10-1*01,56
TRBV11-2*02,TRBV10-1*01,56
TRBV11-2*03,TRBV10-1*01,56
TRBV11-3*01,TRBV10-1*01,50
TRBV11-3*02,TRBV10-1*01,50
TRBV11-3*03,TRBV10-1*01,50
TRBV12-1*01,TRBV10-1*01,54
TRBV12-2*01,TRBV10-1*01,50
TRBV12-3*01,TRBV10-1*01,51
TRBV12-4*01,TRBV10-1*01,55
TRBV12-4*02,TRBV10-1*01,55
TRBV12-5*01,TRBV10-1*01,55
TRBV13*01,TRBV10-1*01,54
TRBV13*02,TRBV10-1*01,54
TRBV14*01,TRBV10-1*01,54
TRBV14*02,TRBV10-1*01,54
TRBV15*01,TRBV10-1*01,40
TRBV15*02,TRBV10-1*01,40
TRBV15*03,TRBV10-1*01,40
TRBV16*01,TRBV10-1*01,59
TRBV16*02,TRBV10-1*01,55
TRBV16*03,TRBV10-1*01,59
TRBV17*01,TRBV10-1*01,56
TRBV18*01,TRBV10-1*01,58
TRBV19*01,TRBV10-1*01,39
TRBV19*02,TRBV10-1*01,37
TRBV19*03,TRBV10-1*01,37
TRBV2*01,TRBV10-1*01,48
TRBV2*02,TRBV10-1*01,48
TRBV2*03,TRBV10-1*01,48
TRBV20-1*01,TRBV10-1*01,57
TRBV20-1*02,TRBV10-1*01,57
TRBV20-1*03,TRBV10-1*01,57
TRBV20-1*04,TRBV10-1*01,57
TRBV20-1*05,TRBV10-1*01,57
TRBV20-1*06,TRBV10-1*01,57
TRBV20-1*07,TRBV10-1*01,57
TRBV20/OR9-2*01,TRBV10-1*01,54
TRBV20/OR9-2*02,TRBV10-1*01,54
TRBV20/OR9-2*03,TRBV10-1*01,54
TRBV21-1*01,TRBV10-1*01,53
TRBV21/OR9-2*01,TRBV10-1*01,57
TRBV23-1*01,TRBV10-1*01,56
TRBV23/OR9-2*01,TRBV10-1*01,56
TRBV23/OR9-2*02,TRBV10-1*01,56
TRBV24-1*01,TRBV10-1*01,43
TRBV24/OR9-2*01,TRBV10-1*01,43
TRBV25-1*01,TRBV10-1*01,35
TRBV26*01,TRBV10-1*01,47
TRBV26/OR9-2*01,TRBV10-1*01,47
TRBV26/OR9-2*02,TRBV10-1*01,47
TRBV27*01,TRBV10-1*01,45
TRBV28*01,TRBV10-1*01,38
TRBV29-1*01,TRBV10-1*01,57
TRBV29-1*02,TRBV10-1*01,57
TRBV29-1*03,TRBV10-1*01,57
TRBV29/OR9-2*01,TRBV10-1*01,57
TRBV29/OR9-2*02,TRBV10-1*01,57
TRBV3-1*01,TRBV10-1*01,56
TRBV3-1*02,TRBV10-1*01,56
TRBV3-2*01,TRBV10-1*01,53
TRBV3-2*02,TRBV10-1*01,53
TRBV3-2*03,TRBV10-1*01,53
TRBV30*01,TRBV10-1*01,48
TRBV30*02,TRBV10-1*01,48
TRBV30*04,TRBV10-1*01,44
TRBV30*05,TRBV10-1*01,48
TRBV4-1*01,TRBV10-1*01,54
TRBV4-1*02,TRBV10-1*01,54
TRBV4-2*01,TRBV10-1*01,49
TRBV4-2*02,TRBV10-1*01,49
TRBV4-3*01,TRBV10-1*01,49
TRBV4-3*02,TRBV10-1*01,49
TRBV4-3*03,TRBV10-1*01,49
TRBV4-3*04,TRBV10-1*01,49
TRBV5-1*01,TRBV10-1*01,55
TRBV5-1*02,TRBV10-1*01,55
TRBV5-3*01,TRBV10-1*01,57
TRBV5-3*02,TRBV10-1*01,57
TRBV5-4*01,TRBV10-1*01,48
TRBV5-4*02,TRBV10-1*01,47
TRBV5-4*03,TRBV10-1*01,48
TRBV5-4*04,TRBV10-1*01,40
TRBV5-5*01,TRBV10-1*01,51
TRBV5-5*02,TRBV10-1*01,51
TRBV5-5*03,TRBV10-1*01,51
TRBV5-6*01,TRBV10-1*01,51
TRBV5-7*01,TRBV10-1*01,51
TRBV5-8*01,TRBV10-1*01,55
TRBV5-8*02,TRBV10-1*01,55
TRBV6-1*01,TRBV10-1*01,41
TRBV6-2*01,TRBV10-1*01,45
TRBV6-3*01,TRBV10-1*01,45
TRBV6-4*01,TRBV10-1*01,37
TRBV6-4*02,TRBV10-1*01,37
TRBV6-5*01,TRBV10-1*01,32
TRBV6-6*01,TRBV10-1*01,28
TRBV6-6*02,TRBV10-1*01,28
TRBV6-6*03,TRBV10-1*01,28
TRBV6-6*04,TRBV10-1*01,32
TRBV6-6*05,TRBV10-1*01,28
TRBV6-7*01,TRBV10-1*01,32
TRBV6-8*01,TRBV10-1*01,36
TRBV6-9*01,TRBV10-1*01,32
TRBV7-1*01,TRBV10-1*01,48
TRBV7-2*01,TRBV10-1*01,55
TRBV7-2*02,TRBV10-1*01,55
TRBV7-2*03,TRBV10-1*01,55
TRBV7-2*04,TRBV10-1*01,55
TRBV7-3*01,TRBV10-1*01,56
TRBV7-3*02,TRBV10-1*01,56
TRBV7-3*03,TRBV10-1*01,56
TRBV7-3*04,TRBV10-1*01,56
TRBV7-3*05,TRBV10-1*01,56
TRBV7-4*01,TRBV10-1*01,56
TRBV7-6*01,TRBV10-1*01,59
TRBV7-6*02,TRBV10-1*01,59
TRBV7-7*01,TRBV10-1*01,59
TRBV7-7*02,TRBV10-1*01,59
TRBV7-8*01,TRBV10-1*01,59
TRBV7-8*02,TRBV10-1*01,59
TRBV7-8*03,TRBV10-1*01,59
TRBV7-9*01,TRBV10-1*01,56
TRBV7-9*02,TRBV10-1*01,56
TRBV7-9*03,TRBV10-1*01,56
TRBV7-9*04,TRBV10-1*01,56
TRBV7-9*05,TRBV10-1*01,56
TRBV7-9*06,TRBV10-1*01,56
TRBV7-9*07,TRBV10-1*01,48
TRBV9*01,TRBV10-1*01,55
TRBV9*02,TRBV10-1*01,55
TRBV9*03,TRBV10-1*01,55
TRBV1*01,TRBV10-1*02,55
TRBV10-1*01,TRBV10-1*02,4
TRBV10-1*02,TRBV10-1*02,0
TRBV10-2*01,TRBV10-1*02,37
TRBV10-2*02,TRBV10-1*02,37
TRBV10-3*01,TRBV10-1*02,20
TRBV10-3*02,TRBV10-1*02,20
TRBV10-3*03,TRBV10-1*02,20
TRBV10-3*04,TRBV10-1*02,20
TRBV11-1*01,TRBV10-1*02,56
TRBV11-2*01,TRBV10-1*02,56
TRBV11-2*02,TRBV10-1*02,56
TRBV11-2*03,TRBV10-1*02,56
TRBV11-3*01,TRBV10-1*02,52
TRBV11-3*02,TRBV10-1*02,52
TRBV11-3*03,TRBV10-1*02,52
TRBV12-1*01,TRBV10-1*02,54
TRBV12-2*01,TRBV10-1*02,50
TRBV12-3*01,TRBV10-1*02,51
TRBV12-4*01,TRBV10-1*02,55
TRBV12-4*02,TRBV10-1*02,55
TRBV12-5*01,TRBV10-1*02,55
TRBV13*01,TRBV10-1*02,54
TRBV13*02,TRBV10-1*02,54
TRBV14*01,TRBV10-1*02,54
TRBV14*02,TRBV10-1*02,54
TRBV15*01,TRBV10-1*02,40
TRBV15*02,TRBV10-1*02,40
TRBV15*03,TRBV10-1*02,40
TRBV16*01,TRBV10-1*02,58
TRBV16*02,TRBV10-1*02,54
TRBV16*03,TRBV10-1*02,58
TRBV17*01,TRBV10-1*02,55
TRBV18*01,TRBV10-1*02,57
TRBV19*01,TRBV10-1*02,38
TRBV19*02,TRBV10-1*02,36
TRBV19*03,TRBV10-1*02,36
TRBV2*01,TRBV10-1*02,50
TRBV2*02,TRBV10-1*02,50
TRBV2*03,TRBV10-1*02,50
TRBV20-1*01,TRBV10-1*02,58
TRBV20-1*02,TRBV10-1*02,58
TRBV20-1*03,TRBV10-1*02,58
TRBV20-1*04,TRBV10-1*02,58
TRBV20-1*05,TRBV10-1*02,58
TRBV20-1*06,TRBV10-1*02,58
TRBV20-1*07,TRBV10-1*02,58
TRBV20/OR9-2*01,TRBV10-1*02,56
TRBV20/OR9-2*02,TRBV10-1*02,56
TRBV20/OR9-2*03,TRBV10-1*02,56
TRBV21-1*01,TRBV10-1*02,55
TRBV21/OR9-2*01,TRBV10-1*02,59
TRBV23-1*01,TRBV10-1*02,60
TRBV23/OR9-2*01,TRBV10-1*02,60
TRBV23/OR9-2*02,TRBV10-1*02,60
TRBV24-1*01,TRBV10-1*02,44
TRBV24/OR9-2*01,TRBV10-1*02,44
TRBV25-1*01,TRBV10-1*02,34
TRBV26*01,TRBV10-1*02,47
TRBV26/OR9-2*01,TRBV10-1*02,47
TRBV26/OR9-2*02,TRBV10-1*02,47
TRBV27*01,TRBV10-1*02,47
TRBV28*01,TRBV10-1*02,39
TRBV29-1*01,TRBV10-1*02,59
TRBV29-1*02,TRBV10-1*02,59
TRBV29-1*03,TRBV10-1*02,59
TRBV29/OR9-2*01,TRBV10-1*02,59
TRBV29/OR9-2*02,TRBV10-1*02,59
TRBV3-1*01,TRBV10-1*02,58
TRBV3-1*02,TRBV10-1*02,58
TRBV3-2*01,TRBV10-1*02,55
TRBV3-2*02,TRBV10-1*02,55
TRBV3-2*03,TRBV10-1*02,55
TRBV30*01,TRBV10-1*02,48
TRBV30*02,TRBV10-1*02,48
TRBV30*04,TRBV10-1*02,44
TRBV30*05,TRBV10-1*02,48
TRBV4-1*01,TRBV10-1*02,55
TRBV4-1*02,TRBV10-1*02,55
TRBV4-2*01,TRBV10-1*02,51
TRBV4-2*02,TRBV10-1*02,51
TRBV4-3*01,TRBV10-1*02,51
TRBV4-3*02,TRBV10-1*02,51
TRBV4-3*03,TRBV10-1*02,51
TRBV4-3*04,TRBV10-1*02,51
TRBV5-1*01,TRBV10-1*02,55
TRBV5-1*02,TRBV10-1*02,55
TRBV5-3*01,TRBV10-1*02,57
TRBV5-3*02,TRBV10-1*02,57
TRBV5-4*01,TRBV10-1*02,50
TRBV5-4*02,TRBV10-1*02,49
TRBV5-4*03,TRBV10-1*02,50
TRBV5-4*04,TRBV10-1*02,42
TRBV5-5*01,TRBV10-1*02,53
TRBV5-5*02,TRBV10-1*02,53
TRBV5-5*03,TRBV10-1*02,53
TRBV5-6*01,TRBV10-1*02,53
TRBV5-7*01,TRBV10-1*02,53
TRBV5-8*01,TRBV10-1*02,57
TRBV5-8*02,TRBV10-1*02,57
TRBV6-1*01,TRBV10-1*02,41
TRBV6-2*01,TRBV10-1*02,45
TRBV6-3*01,TRBV10-1*02,45
TRBV6-4*01,TRBV10-1*02,37
TRBV6-4*02,TRBV10-1*02,37
TRBV6-5*01,TRBV10-1*02,32
TRBV6-6*01,TRBV10-1*02,28
TRBV6-6*02,TRBV10-1*02,28
TRBV6-6*03,TRBV10-1*02,28
TRBV6-6*04,TRBV10-1*02,32
TRBV6-6*05,TRBV10-1*02,28
TRBV6-7*01,TRBV10-1*02,32
TRBV6-8*01,TRBV10-1*02,36
TRBV6-9*01,TRBV10-1*02,32
TRBV7-1*01,TRBV10-1*02,48
TRBV7-2*01,TRBV10-1*02,55
TRBV7-2*02,TRBV10-1*02,55
TRBV7-2*03,TRBV10-1*02,55
TRBV7-2*04,TRBV10-1*02,55
TRBV7-3*01,TRBV10-1*02,56
TRBV7-3*02,TRBV10-1*02,56
TRBV7-3*03,TRBV10-1*02,56
TRBV7-3*04,TRBV10-1*02,56
TRBV7-3*05,TRBV10-1*02,56
TRBV7-4*01,TRBV10-1*02,56
TRBV7-6*01,TRBV10-1*02,59
TRBV7-6*02,TRBV10-1*02,59
TRBV7-7*01,TRBV10-1*02,59
TRBV7-7*02,TRBV10-1*02,59
TRBV7-8*01,TRBV10-1*02,59
TRBV7-8*02,TRBV10-1*02,59
TRBV7-8*03,TRBV10-1*02,59
TRBV7-9*01,TRBV10-1*02,56
TRBV7-9*02,TRBV10-1*02,56
TRBV7-9*03,TRBV10-1*02,56
TRBV7-9*04,TRBV10-1*02,56
TRBV7-9*05,TRBV10-1*02,56
TRBV7-9*06,TRBV10-1*02,56
TRBV7-9*07,TRBV10-1*02,48
TRBV9*01,TRBV10-1*02,57
TRBV9*02,TRBV10-1*02,57
TRBV9*03,TRBV10-1*02,57
TRBV1*01,TRBV10-2*01,57
TRBV10-1*01,TRBV10-2*01,37
TRBV10-1*02,TRBV10-2*01,37
TRBV10-2*01,TRBV10-2*01,0
TRBV10-2*02,TRBV10-2*01,0
TRBV10-3*01,TRBV10-2*01,34
TRBV10-3*02,TRBV10-2*01,34
TRBV10-3*03,TRBV10-2*01,34
TRBV10-3*04,TRBV10-2*01,34
TRBV11-1*01,TRBV10-2*01,51
TRBV11-2*01,TRBV10-2*01,51
TRBV11-2*02,TRBV10-2*01,51
TRBV11-2*03,TRBV10-2*01,51
TRBV11-3*01,TRBV10-2*01,52
TRBV11-3*02,TRBV10-2*01,52
TRBV11-3*03,TRBV10-2*01,52
TRBV12-1*01,TRBV10-2*01,56
TRBV12-2*01,TRBV10-2*01,46
TRBV12-3*01,TRBV10-2*01,59
TRBV12-4*01,TRBV10-2*01,56
TRBV12-4*02,TRBV10-2*01,56
TRBV12-5*01,TRBV10-2*01,59
TRBV13*01,TRBV10-2*01,59
TRBV13*02,TRBV10-2*01,59
TRBV14*01,TRBV10-2*01,59
TRBV14*02,TRBV10-2*01,59
TRBV15*01,TRBV10-2*01,50
TRBV15*02,TRBV10-2*01,50
TRBV15*03,TRBV10-2*01,50
TRBV16*01,TRBV10-2*01,48
TRBV16*02,TRBV10-2*01,48
TRBV16*03,TRBV10-2*01,48
TRBV17*01,TRBV10-2*01,51
TRBV18*01,TRBV10-2*01,45
TRBV19*01,TRBV10-2*01,45
TRBV19*02,TRBV10-2*01,45
TRBV19*03,TRBV10-2*01,45
TRBV2*01,TRBV10-2*01,45
TRBV2*02,TRBV10-2*01,45
TRBV2*03,TRBV10-2*01,45
TRBV20-1*01,TRBV10-2*01,57
TRBV20-1*02,TRBV10-2*01,57
TRBV20-1*03,TRBV10-2*01,58
TRBV20-1*04,TRBV10-2*01,57
TRBV20-1*05,TRBV10-2*01,57
TRBV20-1*06,TRBV10-2*01,57
TRBV20-1*07,TRBV10-2*01,57
TRBV20/OR9-2*01,TRBV10-2*01,53
TRBV20/OR9-2*02,TRBV10-2*01,53
TRBV20/OR9-2*03,TRBV10-2*01,53
TRBV21-1*01,TRBV10-2*01,38
TRBV21/OR9-2*01,TRBV10-2*01,45
TRBV23-1*01,TRBV10-2*01,49
TRBV23/OR9-2*01,TRBV10-2*01,49
TRBV23/OR9-2*02,TRBV10-2*01,49
TRBV24-1*01,TRBV10-2*01,56
TRBV24/OR9-2*01,TRBV10-2*01,56
TRBV25-1*01,TRBV10-2*01,44
TRBV26*01,TRBV10-2*01,53
TRBV26/OR9-2*01,TRBV10-2*01,53
TRBV26/OR9-2*02,TRBV10-2*01,53
TRBV27*01,TRBV10-2*01,41
TRBV28*01,TRBV10-2*01,47
TRBV29-1*01,TRBV10-2*01,59
TRBV29-1*02,TRBV10-2*01,59
TRBV29-1*03,TRBV10-2*01,59
TRBV29/OR9-2*01,TRBV10-2*01,59
TRBV29/OR9-2*02,TRBV10-2*01,59
TRBV3-1*01,TRBV10-2*01,55
TRBV3-1*02,TRBV10-2*01,54
TRBV3-2*01,TRBV10-2*01,55
TRBV3-2*02,TRBV10-2*01,55
TRBV3-2*03,TRBV10-2*01,55
TRBV30*01,TRBV10-2*01,54
TRBV30*02,TRBV10-2*01,54
TRBV30*04,TRBV10-2*01,54
TRBV30*05,TRBV10-2*01,54
TRBV4-1*01,TRBV10-2*01,56
TRBV4-1*02,TRBV10-2*01,56
TRBV4-2*01,TRBV10-2*01,55
TRBV4-2*02,TRBV10-2*01,55
TRBV4-3*01,TRBV10-2*01,54
TRBV4-3*02,TRBV10-2*01,54
TRBV4-3*03,TRBV10-2*01,54
TRBV4-3*04,TRBV10-2*01,54
TRBV5-1*01,TRBV10-2*01,59
TRBV5-1*02,TRBV10-2*01,59
TRBV5-3*01,TRBV10-2*01,52
TRBV5-3*02,TRBV10-2*01,52
TRBV5-4*01,TRBV10-2*01,56
TRBV5-4*02,TRBV10-2*01,53
TRBV5-4*03,TRBV10-2*01,56
TRBV5-4*04,TRBV10-2*01,45
TRBV5-5*01,TRBV10-2*01,57
TRBV5-5*02,TRBV10-2*01,57
TRBV5-5*03,TRBV10-2*01,57
TRBV5-6*01,TRBV10-2*01,57
TRBV5-7*01,TRBV10-2*01,56
TRBV5-8*01,TRBV10-2*01,56
TRBV5-8*02,TRBV10-2*01,56
TRBV6-1*01,TRBV10-2*01,49
TRBV6-2*01,TRBV10-2*01,41
TRBV6-3*01,TRBV10-2*01,41
TRBV6-4*01,TRBV10-2*01,43
TRBV6-4*02,TRBV10-2*01,43
TRBV6-5*01,TRBV10-2*01,30
TRBV6-6*01,TRBV10-2*01,29
TRBV6-6*02,TRBV10-2*01,29
TRBV6-6*03,TRBV10-2*01,29
TRBV6-6*04,TRBV10-2*01,30
TRBV6-6*05,TRBV10-2*01,29
TRBV6-7*01,TRBV10-2*01,28
TRBV6-8*01,TRBV10-2*01,30
TRBV6-9*01,TRBV10-2*01,26
TRBV7-1*01,TRBV10-2*01,50
TRBV7-2*01,TRBV10-2*01,58
TRBV7-2*02,TRBV10-2*01,58
TRBV7-2*03,TRBV10-2*01,58
TRBV7-2*04,TRBV10-2*01,58
TRBV7-3*01,TRBV10-2*01,58
TRBV7-3*02,TRBV10-2*01,58
TRBV7-3*03,TRBV10-2*01,58
TRBV7-3*04,TRBV10-2*01,58
TRBV7-3*05,TRBV10-2*01,58
TRBV7-4*01,TRBV10-2*01,54
TRBV7-6*01,TRBV10-2*01,59
TRBV7-6*02,TRBV10-2*01,59
TRBV7-7*01,TRBV10-2*01,54
TRBV7-7*02,TRBV10-2*01,55
TRBV7-8*01,TRBV10-2*01,59
TRBV7-8*02,TRBV10-2*01,59
TRBV7-8*03,TRBV10-2*01,59
TRBV7-9*01,TRBV10-2*01,55
TRBV7-9*02,TRBV10-2*01,55
TRBV7-9*03,TRBV10-2*01,55
TRBV7-9*04,TRBV10-2*01,55
TRBV7-9*05,TRBV10-2*01,55
TRBV7-9*06,TRBV10-2*01,55
TRBV7-9*07,TRBV10-2*01,47
TRBV9*01,TRBV10-2*01,61
TRBV9*02,TRBV10-2*01,61
TRBV9*03,TRBV10-2*01,61
TRBV1*01,TRBV10-2*02,57
TRBV10-1*01,TRBV10-2*02,37
TRBV10-1*02,TRBV10-2*02,37
TRBV10-2*01,TRBV10-2*02,0
TRBV10-2*02,TRBV10-2*02,0
TRBV10-3*01,TRBV10-2*02,34
TRBV10-3*02,TRBV10-2*02,34
TRBV10-3*03,TRBV10-2*02,34
TRBV10-3*04,TRBV10-2*02,34
TRBV11-1*01,TRBV10-2*02,51
TRBV11-2*01,TRBV10-2*02,51
TRBV11-2*02,TRBV10-2*02,51
TRBV11-2*03,TRBV10-2*02,51
TRBV11-3*01,TRBV10-2*02,52
TRBV11-3*02,TRBV10-2*02,52
TRBV11-3*03,TRBV10-2*02,52
TRBV12-1*01,TRBV10-2*02,56
TRBV12-2*01,TRBV10-2*02,46
TRBV12-3*01,TRBV10-2*02,59
TRBV12-4*01,TRBV10-2*02,56
TRBV12-4*02,TRBV10-2*02,56
TRBV12-5*01,TRBV10-2*02,59
TRBV13*01,TRBV10-2*02,59
TRBV13*02,TRBV10-2*02,59
TRBV14*01,TRBV10-2*02,59
TRBV14*02,TRBV10-2*02,59
TRBV15*01,TRBV10-2*02,50
TRBV15*02,TRBV10-2*02,50
TRBV15*03,TRBV10-2*02,50
TRBV16*01,TRBV10-2*02,48
TRBV16*02,TRBV10-2*02,48
TRBV16*03,TRBV10-2*02,48
TRBV17*01,TRBV10-2*02,51
TRBV18*01,TRBV10-2*02,45
TRBV19*01,TRBV10-2*02,45
TRBV19*02,TRBV10-2*02,45
TRBV19*03,TRBV10-2*02,45
TRBV2*01,TRBV10-2*02,45
TRBV2*02,TRBV10-2*02,45
TRBV2*03,TRBV10-2*02,45
TRBV20-1*01,TRBV10-2*02,57
TRBV20-1*02,TRBV10-2*02,57
TRBV20-1*03,TRBV10-2*02,58
TRBV20-1*04,TRBV10-2*02,57
TRBV20-1*05,TRBV10-2*02,57
TRBV20-1*06,TRBV10-2*02,57
TRBV20-1*07,TRBV10-2*02,57
TRBV20/OR9-2*01,TRBV10-2*02,53
TRBV20/OR9-2*02,TRBV10-2*02,53
TRBV20/OR9-2*03,TRBV10-2*02,53
TRBV21-1*01,TRBV10-2*02,38
TRBV21/OR9-2*01,TRBV10-2*02,45
TRBV23-1*01,TRBV10-2*02,49
TRBV23/OR9-2*01,TRBV10-2*02,49
TRBV23/OR9-2*02,TRBV10-2*02,49
TRBV24-1*01,TRBV10-2*02,56
TRBV24/OR9-2*01,TRBV10-2*02,56
TRBV25-1*01,TRBV10-2*02,44
TRBV26*01,TRBV10-2*02,53
TRBV26/OR9-2*01,TRBV10-2*02,53
TRBV26/OR9-2*02,TRBV10-2*02,53
TRBV27*01,TRBV10-2*02,41
TRBV28*01,TRBV10-2*02,47
TRBV29-1*01,TRBV10-2*02,59
TRBV29-1*02,TRBV10-2*02,59
TRBV29-1*03,TRBV10-2*02,59
TRBV29/OR9-2*01,TRBV10-2*02,59
TRBV29/OR9-2*02,TRBV10-2*02,59
TRBV3-1*01,TRBV10-2*02,55
TRBV3-1*02,TRBV10-2*02,54
TRBV3-2*01,TRBV10-2*02,55
TRBV3-2*02,TRBV10-2*02,55
TRBV3-2*03,TRBV10-2*02,55
TRBV30*01,TRBV10-2*02,54
TRBV30*02,TRBV10-2*02,54
TRBV30*04,TRBV10-2*02,54
TRBV30*05,TRBV10-2*02,54
TRBV4-1*01,TRBV10-2*02,56
TRBV4-1*02,TRBV10-2*02,56
TRBV4-2*01,TRBV10-2*02,55
TRBV4-2*02,TRBV10-2*02,55
TRBV4-3*01,TRBV10-2*02,54
TRBV4-3*02,TRBV10-2*02,54
TRBV4-3*03,TRBV10-2*02,54
